,indeks_1,indeks_2,No,Nama Dosen,Judul Jurnal,Kata Judul Jurnal Hasil Filter
2882,2882,2883,278,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",GAME EDUKASI “SUPRIJADI DON’T LOSS YOUR TOWER” BERBASIS ANDROID,don
2883,2883,2884,278,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",GAME EDUKASI “SUPRIJADI DON’T LOSS YOUR TOWER” BERBASIS ANDROID,t
2884,2884,2885,278,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",GAME EDUKASI “SUPRIJADI DON’T LOSS YOUR TOWER” BERBASIS ANDROID,loss
2885,2885,2886,278,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",GAME EDUKASI “SUPRIJADI DON’T LOSS YOUR TOWER” BERBASIS ANDROID,your
2886,2886,2887,278,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",GAME EDUKASI “SUPRIJADI DON’T LOSS YOUR TOWER” BERBASIS ANDROID,tower
2887,2887,2888,278,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",GAME EDUKASI “SUPRIJADI DON’T LOSS YOUR TOWER” BERBASIS ANDROID,bas
2888,2888,2889,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,rancang
2889,2889,2890,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,bangun
2890,2890,2891,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,game
2891,2891,2892,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,fighting
2892,2892,2893,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,2d
2893,2893,2894,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,the
2894,2894,2895,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,history
2895,2895,2896,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,of
2896,2896,2897,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,gajah
2897,2897,2898,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,mada
2898,2898,2899,279,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,bas
2899,2899,2900,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,kenal
2900,2900,2901,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,tas
2901,2901,2902,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,ransel
2902,2902,2903,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,citra
2903,2903,2904,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,digital
2904,2904,2905,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,ekstraksi
2905,2905,2906,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,fitur
2906,2906,2907,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,tekstur
2907,2907,2908,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,metode
2908,2908,2909,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,gray
2909,2909,2910,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,level
2910,2910,2911,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,co-occurrence
2911,2911,2912,280,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,matrix
2912,2912,2913,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,deteksi
2913,2913,2914,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,kenal
2914,2914,2915,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,rambu
2915,2915,2916,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,lalu
2916,2916,2917,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,lintas
2917,2917,2918,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,indonesia
2918,2918,2919,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,rgbn
2919,2919,2920,281,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,gabor
2920,2920,2921,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,rancang
2921,2921,2922,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,bangun
2922,2922,2923,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,pakar
2923,2923,2924,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,deteksi
2924,2924,2925,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,rusa
2925,2925,2926,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,c
2926,2926,2927,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,crane
2927,2927,2928,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,pt
2928,2928,2929,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,swadaya
2929,2929,2930,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,graha
2930,2930,2931,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,metode
2931,2931,2932,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,certainty
2932,2932,2933,282,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,factor
2933,2933,2934,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,logika
2934,2934,2935,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,fuzzy
2935,2935,2936,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,enemy
2936,2936,2937,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,behaviour
2937,2937,2938,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,game
2938,2938,2939,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,tualang
2939,2939,2940,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,side
2940,2940,2941,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,scroller
2941,2941,2942,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,2d
2942,2942,2943,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,save
2943,2943,2944,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,forest
2944,2944,2945,283,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,indonesia
2945,2945,2946,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,website
2946,2946,2947,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,terima
2947,2947,2948,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,karyawan
2948,2948,2949,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,usaha
2949,2949,2950,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,dukung
2950,2950,2951,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,putus
2951,2951,2952,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,metode
2952,2952,2953,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,analytical
2953,2953,2954,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,hierarchy
2954,2954,2955,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,process
2955,2955,2956,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,study
2956,2956,2957,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,kasus
2957,2957,2958,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,pasific
2958,2958,2959,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,group
2959,2959,2960,284,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,diri
2960,2960,2961,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,amal
2961,2961,2962,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,jual
2962,2962,2963,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,barang
2963,2963,2964,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,cv
2964,2964,2965,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,zami
2965,2965,2966,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,putra
2966,2966,2967,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,metode
2967,2967,2968,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,triple
2968,2968,2969,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,exponential
2969,2969,2970,285,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,smoothing
2970,2970,2971,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,deteksi
2971,2971,2972,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,lokasi
2972,2972,2973,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,parkir
2973,2973,2974,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,mobil
2974,2974,2975,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,metode
2975,2975,2976,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,frame
2976,2976,2977,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,differences
2977,2977,2978,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,static
2978,2978,2979,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,template
2979,2979,2980,286,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,matching
2980,2980,2981,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,aplikasi
2981,2981,2982,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,amal
2982,2982,2983,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,mesan
2983,2983,2984,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,lapang
2984,2984,2985,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,futsal
2985,2985,2986,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,rri
2986,2986,2987,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,soocer
2987,2987,2988,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,zone
2988,2988,2989,287,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,malang
2989,2989,2990,288,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,web
2990,2990,2991,288,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,buat
2991,2991,2992,288,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,puisi
2992,2992,2993,288,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,otomatis
2993,2993,2994,288,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,metode
2994,2994,2995,288,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,monte
2995,2995,2996,288,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,carlo
2996,2996,2997,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,bangun
2997,2997,2998,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,dukung
2998,2998,2999,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,putus
2999,2999,3000,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,nilai
3000,3000,3001,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,layak
3001,3001,3002,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,kredit
3002,3002,3003,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,kbpr
3003,3003,3004,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,amanah
3004,3004,3005,289,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,kepanjen
3005,3005,3006,290,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,rancang
3006,3006,3007,290,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,bangun
3007,3007,3008,290,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,activex
3008,3008,3009,290,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,deteksi
3009,3009,3010,290,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,finger
3010,3010,3011,290,"Cahya Rahmad, ST., M.Kom., Dr. Eng.",RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,print
