No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
702,26,31,KLASTERING JUDUL SKRIPSI DENGAN MENGGUNAKAN METODE FUZZY C-MEANS STUDI KASUS POLITEKNIK NEGERI MALANG,1.0460101816303036e-35
703,26,30,PENERAPAN METODE TREND MOMENT DAN SINGLE EKSPONENTIAL SMOOTING PADA PERAMALAN PENJUALAN BARANG DI WT JAYA PRODUCTION,1.4967833221850763e-49
704,26,30,SISTEM PERAMALAN PENJUALAN MEBEL MENGGUNAKAN METODE TREND MOMENT DI UD LANCAR DJAYA,1.5003655917680894e-20
705,26,7,KLASIFIKASI PENENTUAN KEBUTUHAN NUTRISI BALITA MENGGUNAKAN METODE NAÏVE BAYES CLASSIFIER,8.144940687638367e-52
706,26,5,SISTEM PAKAR MENENTUKAN JENIS PENYAKIT SAPI MENGGUNAKAN METODE NAIVE BAYES,2.922831108271515e-46
707,26,6,SISTEM PAKAR PEMILIHAN MENU MAKANAN PADA PENDERITA PENYAKIT JANTUNG ALGORITMA GENETIKA,2.5613634888428997e-31
708,26,38,Tuturan Pedagang-Pembeli dan Pemanfaatannya dalam Pembelajaran Keterampilan Berbahasa,4.560013437422872e-18
709,26,37,PENGARUH MEDIA PUZZLE PADA PEMBELAJARAN STAD TERHADAP HASIL BELAJAR SISWA DITINJAU DARI MOTIVASI BELAJAR MATA PELAJARAN IPS KELAS III SD NEGERI 02 GUWOSOBOKERTO,8.317719708595671e-50
710,26,3,Pengaruh loan to deposit ratio capital adequacy ratio dan non performing loan terhadap jumlah penyaluran kredit Studi pada PT Bank Permata tbk periode 2002-2016,9.430891301443256e-45
711,26,31,SISTEM PENDUKUNG KEPUTUSAN DALAM MENENTUKAN BEASISWA BERPRESTASI MENGGUNAKAN METODE FUZZY STUDI KASUS INSTANSI XYZ,1.3030733298402526e-51
712,26,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN OBJEK WISATA UNGGULAN MENGGUNAKAN METODE MOORA,4.268012961460615e-45
713,26,4,PENGGUNAAN VISSIM MODEL,0.0001071351522343
714,26,28,Pencarian Lokasi Pembangunan Lapangan Futsal Dengan Ahp-Gis Di Kota Malang,6.5639841772823835e-19
715,27,2,Penerapan algoritma Fisher-Yates pada pengacakan soal game aritmatika,2.843489866649914e-47
716,27,31,Sistem pendukung keputusan kelayakan hasil cetakan buku menggunakan metode moora,1.2482672512231545e-45
717,27,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,1.3229077266862693e-73
718,27,2,Implementasi metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto pada game 2D gopoh berbasis android,4.575550578753048e-26
719,27,31,Sistem Pendukung Keputusan Seleksi Siswa Kelas Ungulan Di Smp Negeri 7 Malang,1.6137406982743704e-28
720,27,37,Pemrograman Spreadsheet untuk Pemodelan Kontrol Rangkaiasn Elektronika,6.345836588859997e-15
721,27,38,Sistem Informasi Logistik Stock Opname Menggunakan Quick Response Code Berbasis Android,8.365699984561463e-15
722,27,33,Desain Model Sistem Marketplace Untuk Koperasi Di Indonesia,1.0582619958723031e-26
723,27,19,Prediksi Volume Impor Beras Nasional Menggunakan Jaringan Saraf Tiruan Metode ELM Extreme Learning Machine,6.862252969786291e-40
724,27,36,Rancang Bangun Game Monopoli Edukasi dengan Latar Belakang Pengetahuan Adat Istiadat di Indonesia,1.749496434769072e-29
725,27,28,Sig Pencarian Rute Terpendek Rumah Makan Halal di Bali dengan Menggunakan Metode Dijkstra,7.805427802057842e-29
726,27,28,Optimasi biaya dan waktu jalur angkutan kota angkot Malang dengan metode ant colony berbasis perangkat android,1.6039178438655706e-63
727,27,3,Sistem Informasi Prediksi Jumlah Wisatawan Pada Jawa Timur Park Group Kota Wisata Batu Menggunakan Metode Forecasting,1.3621674063713094e-37
728,27,5,Sistem Pakar Diagnosa Penyakit Paru-paru Dengan Metode Forward Chaining,1.8847012765814684e-17
729,27,34,Sistem Pencatatan Poin Pelanggaran Siswa Pada SMA Negeri 1 Purwosari,1.9771406407296542e-16
730,27,27,Rancang Bangun Sistem Informasi Manajemen Skripsi Program Studi Teknik Informatika Menggunakan Metode Fast,2.9764315879539285e-29
731,27,11,Sistem Automasi Perkebunan dan Pemantauan Cuaca Menggunakan AWS Berbasis Raspberry Pi,1.286645330207682e-43
732,27,38,Bubuk ekstrak sari buah dan sayur teknologi produksi menggunakan metode spray drying,6.418395575872431e-33
733,27,2,Implementasi finite state machine pada game “Save the Animals”,1.0626775561813618e-27
734,27,31,SISTEM PENDUKUNG KEPUTUSAN PENENTUAN TUNJANGAN KINERJA PEGAWAI MENGGUNAKAN METODE COPELAND SCORE,1.0689038001233826e-35
735,27,5,Sistem Pakar Diagnosis Tipe Kepribadian Menggunakan Metode Certainty Factor,2.737805494434019e-17
736,27,38,Sistem Otomasi Pemberian Nutrisi Berdasar Suhu dan Kelembaban Green House Paprika Berenergi Tenaga Surya,1.166170635004728e-56
737,27,38,Sistem Otomasi Pemberian Nutrisi Berdasar Suhu dan Kelembaban Green House Paprika Berenergi Tenaga Surya,1.166170635004728e-56
738,27,20,Aplikasi Steganography untuk Enkripsi Image to Image dengan Metode Spread Spectrum,1.652478818165029e-55
739,27,30,Rancang bangun sistem informasi dan peramalan penjualan menggunakan analisa forecasting,4.2965750622764567e-19
740,27,25,IDENTIFIKASI KESEGARAN IKAN LAUT BERDASARKAN CITRA HUE SATURATION VALUE DAN MORFOLOGI,9.850380633153248e-52
741,27,38,Rancang Dan Bangun Sistem Informasi Otomasi Ruang Dosen Menggunakan RFID berbasis website,9.438803621077164e-27
742,27,27,PENGEMBANGAN SISTEM INFORMASI DISSOLVED GAS ANALYSIS DGA PADA TRANSFORMATOR DAYA,2.4463220291499345e-21
743,27,9,SISTEM INFORMASI SURAT PERINTAH PERJALANAN DINAS BERBASIS PHP STUDI KASUS DI DINAS PENDIDIKAN KABUPATEN NGANJUK,1.159642860343886e-68
744,27,19,IMPLEMENTASI JARINGAN SARAF TIRUAN MENGGUNAKAN METODE ELM UNTUK MEMPREDIKSI VOLUME IMPOR KEDELAI NASIONAL,6.388204117599749e-51
745,27,6,PREDIKSI PERMINTAAN KEBUTUHAN CABAI DI KOTA BATU MENGGUNAKAN METODE EXTREME LEARNING MACHINE,9.908652432363572e-68
746,27,7,IMPLEMENTASI METODE SUPPORT VECTOR MACHINE UNTUK DIAGNOSIS FAULT PADA TRANSFORMATOR DAYA,1.8658090714394595e-38
747,27,31,SISTEM PENDUKUNG KEPUTUSAN ROTASI POSISI DUDUK SISWA DALAM KELAS STUDI KASUS SDN PURWODADI 1 MALANG,2.9102173479374e-35
748,27,6,SISTEM PENENTU POLA MAKAN SAYUR DAN BUAH BERDASARKAN GOLONGAN DARAH DAN PENYAKIT,3.019138661781688e-60
749,27,38,Desain Aplikasi Pendidikan Masyarakat Sadar Menanam Pohon Menggunakan Teknologi Augmented Reality,7.821846736269531e-63
750,27,14,Pemrograman C untuk Teknologi,2.2890789318687223e-11
751,27,2,Pembuatan aplikasi game edukasi untuk pembelajaran transportasi bahasa inggris bagi anak sekolah dasar dengan metode fisher yates shuffle dan metode finite state machine FSM,1.2916962666416556e-118
752,27,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PENENTUANDOSEN TERBAIK MENGGUNAKAN TOPSIS,6.069013163363431e-27
753,27,28,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,3.556392190264449e-64
754,27,33,RANCANG BANGUN SISTEM INFORMASI INDEKS KEPUASAN PELANGGAN PADA PT KARTIKA SARI MULIA,4.574063978742938e-23
755,27,31,WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,8.960105698684922e-79
756,27,31,SISTEM PAKAR PEMILIHAN ALAT KONTRASEPSI KB Studi Kasus di BPPKB Daerah Kab Nganjuk,1.0721683094043864e-36
757,27,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PRODUK ASURANSI MENGGUNAKAN PROFILE MATCHING,4.1379490802889204e-20
758,27,28,SISTEM PENDUKUNG KEPUTUSAN PEMETAAN DAERAH RAWAN BANJIR BERBASIS GEOGRAPHIC INFORMATION SYSTEM GIS MENGGUNAKAN METODE BAYES Studi Kasus BPBD Kabupaten Malang,9.614452574142536e-53
759,27,28,Metode Pemanfaatan Command Line Untuk Direct Printing Pada Aplikasi Berbasis Web,1.688911039860486e-53
760,27,31,Spk untuk Menentukan Pemberian Pinjam Modal Kerja dengan Metode Topsis Studi Kasus di Bank Sahabat Sampoerna,2.7097115786469677e-31
761,27,5,SISTEM PAKAR PENENTUAN KEBUTUHAN GIZI PADA PENDERITA PENYAKIT DIABETES MELLITUS DENGAN MENGGUNAKAN METODE FORWARD CHAINING,5.222902274580782e-29
762,28,7,Pengembangan Aplikasi Analisis Sentimen Twitter Menggunakan Metode Naïve Bayes Classifier Studi Kasus SAMSAT Kota Malang,8.683221549923499e-83
763,28,31,Implementasi Metode AHP dan Promethee Pada SPK Pemilihan Hotel,4.898143195364845e-36
764,28,31,Sistem pendukung keputusan prioritas calon penerima Program Indonesia Pintar pada siswa sekolah menengah pertama menggunakan metode TOPSIS,8.351878684798911e-42
765,28,7,Pengembangan Sistem Analisis Sentimen Berbasis Java Pada Data Twitter Terhadap Omnibus Law Menggunakan Algoritma Naïve Bayes dan K-Nearst Neighbor K-NN,2.2211215254864122e-43
766,28,14,Optimasi perencanaan jaringan UMTS pada node B menggunakan probabilistik monte carlo,2.805551033164746e-25
767,28,26,ANALISIS IMPLEMENTASI RESTFULL WEB SERVICE MENGGUNAKAN RESOURCE-ORIENTED ARCHITECTURE,2.388229009212261e-23
768,28,30,Sistem Informasi Peramalan Forecasting Penjualan Motor Honda Menggunakan Metode Trend Moment Pada Dealer Honda Kartika Sari Celaket Berbasis Web,2.88597530350516e-51
769,28,9,Pengembangan sistem pengukuran korelasi antara tingkat pengangguran terbuka terhadap tingkat kriminalitas di Kota Malang,6.070878928404476e-65
770,28,35,PELATIHAN PEMBUATAN VIDEO PEMBELAJARAN BAGI GURU SD MAFAZA INTEGRATED SMART SCHOOL DAN SMK PGRI 3 MALANG,2.147467116090219e-173
771,28,11,Pengembangan Alat Pendeteksi Kebocoran Gas menggunakan Protokol Message Queuing Telemetry Transport berbasis Internet Of Things,3.7334009629816855e-33
772,28,32,Implementasi Metode User Centered Design UCD pada Pengembangan Sistem Informasi di CV Kirana Bahari Indonesia,2.34382158071748e-50
773,28,31,ANALISIS PENENTUAN LOKASI USER STATION MENGGUNAKAN SIGNAL STRENGTH di JARINGAN SELULER,5.427795298309558e-21
774,28,30,Penerapan Konsep Collaborative Planning Forecasting And Replenishment CPFR Menggunakan Metode Autoregressive Integrated Moving Average ARIMAStudi Kasus Pabrik Kopi Senja …,1.7513568166127645e-72
775,28,3,Sistem Informasi Pendaftaran dan Rekomendasi Lahan Baru,2.227804499660154e-26
776,28,11,Rancang Bangun Sistem Monitoring dan Controlling pada Budidaya Jamur Tiram Berbasis IoT Internet Of Things,2.3028149985632807e-55
777,28,38,PENGENALAN HURUF ALFABET DENGAN OBJEK 3D AUGMENTED REALITY,1.5088043295880597e-17
778,28,33,SISTEM INFORMASI ADMIN RENTAL BERBASIS WEBSITE DENGAN STUDI KASUS RENTAL MAKOTA TRANS LOWOKWARU,3.932153118074516e-24
779,28,32,SISTEM INFORMASI MANAJEMEN PENJUALAN DI PERUSAHAAN CHROME INC BERBASIS WEB DAN ANDROID,5.672578431829567e-30
780,28,30,SISTEM INFORMASI DAN PERAMALAN PENJUALAN SPAREPART BENGKEL MOTOR LANCAR JAYA DENGAN MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,8.864656408143598e-34
781,28,5,Sistem Pakar Diagnosa Penyakit Ayam Potong Broiler dengan Metode Fuzzy K-Nearest Neighbour,2.1788781972649814e-50
782,28,7,APLIKASI IDENTIFIKASI KUALITAS SUSU MENGGUNAKAN METODE KLASIFIKASI NAIVE BAYES,1.0112324354870524e-48
783,28,5,SISTEM PAKAR DIAGNOSA PENYAKIT GASTROENTEROLOGI MENGGUNAKAN METODE FUZZY CERTAINTY FACTOR,3.574929146620766e-33
784,28,5,SISTEM PAKAR MENENTUKAN JENIS PENYAKIT SAPI MENGGUNAKAN METODE NAIVE BAYES,2.922831108271515e-46
785,28,3,APLIKASI DATA MINING MENGGUNAKAN METODE ASSOCIATION RULE DENGAN ALGORITMA FP-GROWTH PADA DATA TRANSAKSI PENJUALAN SAYUR,3.840998945306862e-68
786,28,7,SISTEM ANALYSIS SENTIMENT TERHADAP OPINI MASYARAKAT PADA SUBSIDI TABUNG GAS 3 KG MENGGUNAKAN NAÏVE BAYES DENGAN PENANGANAN KALIMAT NEGASI,9.12845644978788e-57
787,28,14,Optimasi Perencanaan Jaringan UMTS Universal Mobile Telecommunication System pada Node-B Menggunakan Probabilistik Monte Carlo,7.539165732017149e-28
788,29,5,Literatur review Critical success factor penerapan sistem ERP pada perusahaan manufaktur di negara berkembang dan maju,2.000515345795892e-22
789,29,38,Pelatihan Teknik Social Media Marketing sebagai Sarana Pemasaran Produk pada Konveksi Kerudung ‘Al-Kattar’Di Kelurahan Merjosari Malang,2.3080463650001297e-40
790,29,9,Electronics-Leadership E-Leadership dalam Sektor E-Government Literature Review,7.628427834895343e-16
791,29,37,Pengembangan bahan ajar modul praktikum algoritma dan pemrograman pada Program Studi Teknik Informatika Universitas Negeri Malang,7.54602138873883e-42
792,29,11,Smart Bird Repeller Berbasis Ultrasonic dengan Vision Sensor,3.269798124219543e-17
793,29,3,Akuisisi Data Media Sosial Pemerintah untuk Menganalisis Keterbukaan Informasi Penyebaran Covid-19,1.432776360455639e-32
794,30,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,1.3229077266862693e-73
795,30,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet of Internet of Things Based Water Monitoring System for Catfish,2.032640626536417e-106
796,30,11,Sistem Penyiraman Tanaman Sayur Secara Aeroponik Berdasarkan Suhu Dan Kelembapan Berbasis Iot Menggunakan Metode Fuzzy,2.0736560645362647e-29
797,30,28,Variasi komunitas plankton dan parameter oseanografi di daerah penangkapan ikan pelagis di perairan Malang Selatan Jawa Timur,1.1856068009972072e-35
798,30,28,APLIKASI PENCARIAN JALUR TERPENDEK UNTUK MENEMUKAN LOKASI ATM DI KOTA MALANG,1.0077687558358785e-23
799,30,5,Sistem pakar identifikasi hama dan penyakit tanaman tebu menggunakan metode naïve bayes,1.5544880794691296e-49
800,30,11,PENGENDALIAN RUMAH PINTAR MENGGUNAKAN JARINGAN INTERNET BERBASIS RASPBERRY PI,4.4550296512745413e-23
801,30,30,SISTEM INFORMASI PERAMALAN STOK BARANG DI CV ANNORA ASIA MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,2.1874546241573443e-22
802,30,28,Pengembangan Sistem Informasi Geografis Lokasi Bencana Di Perkotaan Dan Pencarian Jalur Evakuasi Dengan Algoritma A,1.941079876076473e-60
803,30,25,Aplikasi Penentuan Tingkat Kualitas Telur Ayam Berdasarkan Warna Dan Tekstur Citra Kerabang Dengan Metode Hue Saturation Value,4.2570140622006653e-75
804,30,12,Implementasi web crawler dan perangkingan data hotel menggunakan metode ANP,2.4345718877796377e-25
805,30,31,Sistem Pendukung Keputusan Penilaian Kinerja Generik Anggota Polri di Polda Kalimantan Tengah Menggunakan Metode AHP,3.1970717443958223e-51
806,30,28,Struktur Komunitas Fitoplankton pada Perairan Mayangan Probolinggo Jawa Timur,2.4098721523348687e-19
807,30,11,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,2.8041096749036263e-60
808,30,11,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,3.621394054327146e-26
809,30,30,PENGEMBANGAN SISTEM INFORMASI PERAMALAN PENJUALAN DI PT TRIMITRA BUANA ENGINEERING MENGGUNAKAN METODE FUZZY TIME SERIES,1.8438743971740482e-23
810,30,28,OPTIMASI BIAYA DAN WAKTU JALUR ANGKUTAN KOTA ANGKOT MALANG DENGAN METODE ANT COLONY BERBASIS PERANGKAT ANDROID,8.370536706707527e-33
811,30,31,Sistem Informasi Rekomendasi Pemilihan Perumahan di Kawasan Kabupaten Malang,2.976366156102788e-17
812,30,31,Sistem Informasi Rekomendasi Penentuan Bantuan Untuk Calon Siswa Tidak Mampu Menggunakan Metode MOORA,2.121650355895481e-28
813,30,5,Sistem Pakar Pendeteksi Kerusakan Kamera DSLR dengan Metode Case Based Reasoning dan Certainty Factor,1.1269233090706904e-28
814,30,30,Sistem Analisis Jumlah Kunjungan Wisatawan pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,2.3189166126271914e-69
815,30,11,Sistem Automasi Perkebunan dan Pemantauan Cuaca Menggunakan AWS Berbasis Raspberry Pi,1.286645330207682e-43
816,30,11,RANCANG BANGUN ALAT MONITORING CO DAN SUHU DALAM KABIN MOBIL BERBASIS NOTIFIKASI TELEGRAM,4.068170093660428e-61
817,30,34,Plankton Selat Bali Identifikasi Dinamika dan Solusi Pemantauannya,8.3317956182947e-16
818,30,30,Sistem Peramalan Penjualan Studi Kasus Topi Punggul HM Thoha Dengan Metode Trend Moment,3.2814083087700256e-39
819,30,37,Pemodelan dan simulasi boost converter menggunakan Python,4.7176491868303095e-08
820,30,5,Sistem Pakar Diagnosa Penyakit Kelamin Menular Pada Laki-laki Dengan Metode Dempster Shafer,1.1187032900488835e-34
821,30,3,Analisa Hasil Klasifikasi Seminar Menggunakan Metode Statistik Deskriptif dan Inferensial,5.3013464401034196e-24
822,30,27,SISTEM INFORMASI PENGAJUAN INSENTIF JURNAL INTERNASIONAL TERINDEKS DAN JURNAL NASIONAL TERAKREDITASI DOSEN Studi Kasus Politeknik Negeri Malang,9.733339007728643e-33
823,30,27,PENGEMBANGAN SISTEM INFORMASI BEBAN KERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFROMASI POLINEMA BERBASIS WEB Studi Kasus Politeknik Negeri Malang,5.419549534796647e-88
824,30,5,SISTEM PAKAR PENDETEKSI KERUSAKAN PADA KAMERA DSLR DENGAN MENGGUNAKAN METODE CASE BASED REASONING DAN CERTAINTY FACTOR,1.1269233090706904e-28
825,30,31,SISTEM INFORMASI REKOMENDASI PEMILIHAN PERUMAHAN DI KAWASAN KABUPATEN MALANG,2.976366156102788e-17
826,30,7,ANALISA HASIL KLASIFIKASI SEMINAR PADA SISTEM INFORMASI SEMINAR POLINEMA MENGGUNAKAN METODE STATISTIK DESKRIPTIF DAN INFERENSIAL,1.1445841049374596e-27
827,30,15,The Editors Dr Ade Gafar Abdullah Dr Eng Asep Bayu Dani Nandiyanto Dr Isma Widiaty,1.3247737562543515e-14
828,30,30,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,2.569119086071044e-58
829,30,28,Pengembangan Sistem Informasi Pemetaan Infrastruktur Sistem Informasi Di Kota Probolinggo,2.174689406015385e-13
830,30,30,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,1.0559358893562876e-48
831,30,28,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,3.73388983512612e-34
832,30,38,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,2.164679141458983e-44
833,30,5,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,5.5572207370162216e-64
834,30,28,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,3.556392190264449e-64
835,30,20,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,7.565662373910574e-19
836,30,1,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,5.358466506221431e-47
837,30,31,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,1.6184018191900593e-18
838,30,18,PENGEMBANGAN VOIP MENGGUNAKAN ENKRIPSI BASE64,2.1712026144998164e-14
839,30,31,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,2.1661107290215041e-38
840,30,17,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,1.964242477108681e-29
841,30,19,Implementasi Metode Learning Vector Quantization LVQ Pada Pengenalan Bahasa,1.7580611168018897e-39
842,30,24,ANALISIS TRAFO CHEBYSHEV DALAM DESAIN SALURAN TRANSMISI PENYESUAI IMPEDANSI UNTUK OPERASI DUAL BAND,2.273299613596978e-29
843,30,24,PERANCANGAN DAN PEMBUATAN HIGH PASS BUTTERWORTH FILTER ORDE DUA DENGAN SPESIFIKASI SUPER TREBLE,1.9113956808876088e-25
844,30,15,IMPLEMENTASI KLASTER KOMPUTER MINI RASPBERRY PI METODE LOAD BALANCING MENGGUNAKAN ALGORITMA ROUND ROBIN,5.6603853084822655e-53
845,30,15,IMPLEMENTASI KLASTER KOMPUTER MINI RASPBERRY PI METODE LOAD BALANCING MENGGUNAKAN ALGORITMA ROUND ROBIN,5.6603853084822655e-53
846,30,11,SISTEM PENYIRAMAN TANAMAN SAYUR SECARA AEROPONIK BERDASARKAN SUHU DAN KELEMBAPAN BERBASIS IOT MENGGUNAKAN METODE FUZZY,2.0736560645362647e-29
847,30,28,PENCARIAN JALUR TERPENDEK UNTUK PENJEMPUTAN BARANG KIRIMAN PELANGGAN MITRA STUDI KASUS PADA KANTOR POS MALANG,6.781383418390074e-118
848,33,37,Media Pembelajaran Aplikasi Tata Cara Pengurusan Jenazah Berbasis Multimedia,7.889005314374036e-68
849,33,7,Sentiment Analysis Terhadap Object Wisata Alam Kota Malang Di Instagram Dan Facebook Menggunakan Metode Naive Bayes Dan Support Vector Machine,2.999468157353369e-102
850,33,30,Pengendalian Persediaan Bahan Baku Biobriket Dengan Menggunakan Metode Poq Dan Arima Studi Kasus di CV Bintang Yasa Abadi,1.1560436283283463e-36
851,33,33,SISTEM INFORMASI KELUHAN PELANGGAN PDAM WILAYAH TUMPANG BERBASIS WEB,5.660770597438011e-46
852,33,33,SISTEM INFORMASI ADMIN RENTAL BERBASIS WEBSITE DENGAN STUDI KASUS RENTAL MAKOTA TRANS LOWOKWARU,3.932153118074516e-24
853,33,30,ANALISIS PERSEDIAAN GUDANG BUAH APEL DENGAN MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING DAN ARIMA STUDI KASUS UD DUA PUTRA,2.110756867553492e-87
854,33,33,SEGMENTASI PELANGGAN MENGGUNAKAN METODE K-MEANS DAN DBSCAN DENGAN LRFM MODEL UNTUK MENDUKUNG STRATEGI PEMASARAN STUDI KASUS PT BISTURI PRATAMA,1.5024490488749648e-71
855,33,28,PERANCANGAN SISTEM MANAJEMEN INFORMASI PENGELOLAAN PERPUSTAKAAN SMA NEGERI 1 NGANTANG KABUPATEN MALANG BERBASIS WEBSITE,1.4409381081754002e-67
856,34,18,Sistem informasi multiplatform repositori data dosen berbasis react menggunakan framework kanban,1.985672253947863e-33
857,34,28,KLASTERISASI WILAYAH TANAH LONGSOR BERDASARKAN DAMPAK WILAYAH DAN GEOGRAFIS MENGGUNAKAN METODE K-MEANS Studi Kasus Kabupaten dan Kota di Jawa Timur,1.302044829172366e-89
858,34,34,Sistem Pendukung Pembelajaran di SMAN 2 Tumijajar Berbasis Web,2.8991065839760444e-46
859,34,32,Rancang Bangun E-Commerce Berbasis Web menggunakan PHP dan Mysql di CV Sumber Raya Jember,1.249662025931375e-35
860,34,31,Rekomendasi e-Book pada Digital Repository Rumah Sakit Umum Universitas Kristen Indonesia dengan menggunakan Metode VIKOR,3.192599334803342e-67
861,34,7,Sentiment Analysis Terhadap Object Wisata Alam Kota Malang Di Instagram Dan Facebook Menggunakan Metode Naive Bayes Dan Support Vector Machine,2.999468157353369e-102
862,34,4,Aplikasi Chatbot pada Sistem Informasi Penyewaan Scaffolding Menggunakan Metode TF-IDF,1.4253728061747824e-25
863,34,28,RANCANG BANGUN SISTEM KLASTERISASI WILAYAH TANAH LONGSOR BERDASARKAN DAMPAK WILAYAH DAN GEOGRAFIS MENGGUNAKAN METODE K-MEANS Studi Kasus Kabupaten dan Kota di Jawa Timur,8.203981116356001e-103
864,34,27,RANCANG BANGUN SISTEM INFORMASI INTEGRASI KEARSIPAN VITAL DAN MONITORING KEGIATAN PENELITIAN DI BALAI PENELITIAN TANAMAN PEMANIS DAN SERAT,1.1480264824837976e-64
