No,No Grup Riset,Grup Riset,No Bidang,Bidang,Judul Jurnal,Kata Judul Jurnal Hasil Filter
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,derita
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,demam
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,darah
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,dengue
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,kabupaten
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,sragen
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,data
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,mining
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,algoritma
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,c4
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,5
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,prediksi
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,tingkat
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,kelulus
130,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,mahasiswa
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,banding
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,metode
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,data
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,mining
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,prediksi
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,nilai
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,waktu
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,kelulus
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,mahasiswa
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,prodi
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,teknik
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,informatika
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,algoritma
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,c4
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,5
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,na
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,ve
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,bayes
131,1,Sistem Cerdas,3,Penerapan Data Besar,Perbandingan Metode Data Mining Untuk Prediksi Nilai Dan Waktu Kelulusan Mahasiswa Prodi Teknik Informatika Dengan Algoritma C4 5 Naïve Bayes Knn Dan …,knn
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,data
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,mining
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,surat
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,jalan
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,transportasi
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,mobil
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,angkut
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,metode
132,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Dalam Surat Jalan Transportasi Mobil Angkutan Menggunakan Metode Cluestering,cluestering
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,metode
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,klastering
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,algoritma
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,k-means
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,prediksi
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,kelulus
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,mahasiswa
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,program
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,studi
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,teknik
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,informatika
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,strata
133,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Metode Klastering dengan Algoritma k-Means Untuk Prediksi Kelulusan Mahasiswa Pada Program Studi Teknik Informatika Strata Satu,satu
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,data
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,mining
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,prediksi
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,minta
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,produk
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,kartu
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,perdana
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,internet
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,algoritma
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,c5
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,0
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,studi
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,kasus
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,vidha
134,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Memprediksi Permintaan Produk Kartu Perdana Internet Menggunakan Algoritma C5 0 Studi Kasus Vidha Ponsel,ponsel
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,html
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,html
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,dukung
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,ambil
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,putus
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,data
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,historis
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,bidang
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,akademik
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,lalu
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,teknilogi
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,tambang
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,data
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,studi
135,1,Sistem Cerdas,3,Penerapan Data Besar,[HTML][HTML] … informasi pendukung pengambilan keputusan menggunakan data historis bidang akademik melalui teknilogi penambangan data Studi pengembangan di …,kembang
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,algoritma
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,c4
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,5
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,klasifikasi
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,jenis
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,kerja
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,alumni
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,universitas
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,muhammadiyah
136,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma C4 5 untuk Klasifikasi Jenis Pekerjaan Alumni di Universitas Muhammadiyah Yogyakarta,yogyakarta
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,kembang
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,aplikasi
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,data
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,mining
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,algoritma
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,c4
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,5
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,apriori
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,fakultas
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,teknologi
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,informatika
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,universitas
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,respati
137,1,Sistem Cerdas,3,Penerapan Data Besar,Pengembangan Aplikasi Data Mining dengan Algoritma C4 5 dan Apriori di Fakultas Teknologi Informatika Universitas Respati Indonesia,indonesia
138,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING DALAM MEMPREDIKSI PEMBELIAN SEMEN,data
138,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING DALAM MEMPREDIKSI PEMBELIAN SEMEN,mining
138,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING DALAM MEMPREDIKSI PEMBELIAN SEMEN,prediksi
138,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING DALAM MEMPREDIKSI PEMBELIAN SEMEN,beli
138,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING DALAM MEMPREDIKSI PEMBELIAN SEMEN,semen
139,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining Penjualan Kosmetik dengan Algoritma Apriori,data
139,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining Penjualan Kosmetik dengan Algoritma Apriori,mining
139,1,Sistem Cerdas,3,Penerapan Data Besar,Implementasi Data Mining Penjualan Kosmetik dengan Algoritma Apriori,jual
