No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
617,29,38,Pelatihan Teknik Social Media Marketing sebagai Sarana Pemasaran Produk pada Konveksi Kerudung ‘Al-Kattar’Di Kelurahan Merjosari Malang,2.063771102739024e-40
618,29,5,Literatur Review Critical Success Factor Penerapan Sistem ERP pada Perusahaan Manufaktur di Negara Berkembang dan Maju,1.9143404876607592e-22
619,29,3,Akuisisi Data Media Sosial Pemerintah untuk Menganalisis Keterbukaan Informasi Penyebaran Covid-19,1.4101592003608134e-32
620,29,7,Electronics-Leadership E-Leadership dalam Sektor E-Government Literature Review,7.57001638728365e-16
621,29,37,Pengembangan Bahan Ajar Modul Praktikum Algoritma dan Pemrograman Pada Program Studi Teknik Informatika Universitas Negeri Malang,7.377477484120223e-42
622,30,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet of Internet of Things Based Water Monitoring System for Catfish,3.8809284690736726e-37
623,30,30,SISTEM INFORMASI PERAMALAN STOK BARANG DI CV ANNORA ASIA MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,2.136509469716806e-22
624,30,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,2.0468834603221623e-97
625,30,12,Implementasi Web Crawler Dan Perangkingan Data Hotel Menggunakan Metode Anp,2.3673889173406795e-25
626,30,28,Variasi komunitas plankton dan parameter oseanografi di daerah penangkapan ikan pelagis di perairan Malang Selatan Jawa Timur,9.603993068949506e-36
627,30,5,Sistem pakar identifikasi hama dan penyakit tanaman tebu menggunakan metode naïve bayes,1.362132290551838e-49
628,30,28,APLIKASI PENCARIAN JALUR TERPENDEK UNTUK MENEMUKAN LOKASI ATM DI KOTA MALANG,8.514709087947187e-24
629,30,31,Sistem Pendukung Keputusan Penilaian Kinerja Generik Anggota Polri di Polda Kalimantan Tengah Menggunakan Metode AHP,2.722558171029093e-51
630,30,11,PENGENDALIAN RUMAH PINTAR MENGGUNAKAN JARINGAN INTERNET BERBASIS RASPBERRY PI,4.270688885628693e-23
631,30,28,Pengembangan Sistem Informasi Geografis Lokasi Bencana Di Perkotaan Dan Pencarian Jalur Evakuasi Dengan Algoritma A,2.358821650712355e-31
632,30,25,Aplikasi Penentuan Tingkat Kualitas Telur Ayam Berdasarkan Warna dan Tekstur Citra Kerabang Dengan Metode Hue Saturation Value,4.159950201297971e-75
633,30,11,Sistem Automasi Perkebunan dan Pemantauan Cuaca Menggunakan AWS Berbasis Raspberry Pi,1.1886325057941374e-43
634,30,11,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,2.549772903298626e-60
635,30,30,PENGEMBANGAN SISTEM INFORMASI PERAMALAN PENJUALAN DI PT TRIMITRA BUANA ENGINEERING MENGGUNAKAN METODE FUZZY TIME SERIES,1.8009311219646332e-23
636,30,28,OPTIMASI BIAYA DAN WAKTU JALUR ANGKUTAN KOTA ANGKOT MALANG DENGAN METODE ANT COLONY BERBASIS PERANGKAT ANDROID,6.780542794368972e-33
637,30,28,STRUKTUR KOMUNITAS FITOPLANKTON PADA PERAIRAN MAYANGAN PROBOLINGGO JAWA TIMUR,2.1689502032142546e-19
638,30,37,Pemodelan dan simulasi boost converter menggunakan Python,4.70245008507949e-08
639,30,31,Sistem Informasi Rekomendasi Pemilihan Perumahan di Kawasan Kabupaten Malang,2.8464552044485734e-17
640,30,31,Sistem Informasi Rekomendasi Penentuan Bantuan Untuk Calon Siswa Tidak Mampu Menggunakan Metode MOORA,1.9578806188523294e-28
641,30,5,Sistem Pakar Pendeteksi Kerusakan Kamera DSLR Dengan Metode Case Based Reasoning dan Certainty Factor,1.047184465283172e-28
642,30,5,Sistem Pakar Diagnosa Penyakit Kelamin Menular Pada Laki-laki Dengan Metode Dempster Shafer,1.0094743214896275e-34
643,30,3,Analisa Hasil Klasifikasi Seminar Menggunakan Metode Statistik Deskriptif dan Inferensial,5.236143470093488e-24
644,30,27,SISTEM INFORMASI PENGAJUAN INSENTIF JURNAL INTERNASIONAL TERINDEKS DAN JURNAL NASIONAL TERAKREDITASI DOSEN Studi Kasus Politeknik Negeri Malang,3.813338806539631e-63
645,30,27,PENGEMBANGAN SISTEM INFORMASI BEBAN KERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFROMASI POLINEMA BERBASIS WEB Studi Kasus Politeknik Negeri Malang,3.609600014260536e-88
646,30,5,SISTEM PAKAR PENDETEKSI KERUSAKAN PADA KAMERA DSLR DENGAN MENGGUNAKAN METODE CASE BASED REASONING DAN CERTAINTY FACTOR,1.047184465283172e-28
647,30,31,SISTEM INFORMASI REKOMENDASI PEMILIHAN PERUMAHAN DI KAWASAN KABUPATEN MALANG,2.8464552044485734e-17
648,30,7,ANALISA HASIL KLASIFIKASI SEMINAR PADA SISTEM INFORMASI SEMINAR POLINEMA MENGGUNAKAN METODE STATISTIK DESKRIPTIF DAN INFERENSIAL,1.1354126294830783e-27
649,30,30,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,2.422136746534279e-58
650,30,28,Pengembangan Sistem Informasi Pemetaan Infrastruktur Sistem Informasi Di Kota Probolinggo,1.998948941623537e-13
651,30,30,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,1.0073237866002232e-48
652,30,30,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,2.173406677640014e-69
653,30,28,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,3.024632792811297e-34
654,30,11,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,3.4350649575684523e-26
655,30,38,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,1.899823973475054e-44
656,30,5,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,4.798608354780686e-64
657,30,28,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,2.2373513546028965e-64
658,30,20,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,7.489082902947244e-19
659,30,1,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,5.288724670881245e-47
660,30,31,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,1.5477626204267552e-18
661,30,18,PENGEMBANGAN VOIP MENGGUNAKAN ENKRIPSI BASE64,2.146052222043212e-14
662,30,31,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,1.946094135211729e-38
663,30,17,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,1.9323250029874568e-29
664,30,15,IMPLEMENTASI KLASTER KOMPUTER MINI RASPBERRY PI METODE LOAD BALANCING MENGGUNAKAN ALGORITMA ROUND ROBIN,5.4299622174305925e-53
665,30,15,IMPLEMENTASI KLASTER KOMPUTER MINI RASPBERRY PI METODE LOAD BALANCING MENGGUNAKAN ALGORITMA ROUND ROBIN,5.4299622174305925e-53
666,30,11,SISTEM PENYIRAMAN TANAMAN SAYUR SECARA AEROPONIK BERDASARKAN SUHU DAN KELEMBAPAN BERBASIS IOT MENGGUNAKAN METODE FUZZY,1.977379279710748e-29
667,30,28,PENCARIAN JALUR TERPENDEK UNTUK PENJEMPUTAN BARANG KIRIMAN PELANGGAN MITRA STUDI KASUS PADA KANTOR POS MALANG,3.176570232928204e-118
668,33,7,Sentiment Analysis Terhadap Object Wisata Alam Kota Malang Di Instagram Dan Facebook Menggunakan Metode Naive Bayes Dan Support Vector Machine,2.3458951544421842e-52
669,33,30,Pengendalian Persediaan Bahan Baku Biobriket Dengan Menggunakan Metode Poq Dan Arima Studi Kasus di CV Bintang Yasa Abadi,1.1191857116355214e-36
670,33,33,SISTEM INFORMASI KELUHAN PELANGGAN PDAM WILAYAH TUMPANG BERBASIS WEB,5.363263682230525e-46
671,33,33,SISTEM INFORMASI ADMIN RENTAL BERBASIS WEBSITE DENGAN STUDI KASUS RENTAL MAKOTA TRANS LOWOKWARU,3.812698596709713e-24
672,33,30,ANALISIS PERSEDIAAN GUDANG BUAH APEL DENGAN MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING DAN ARIMA STUDI KASUS UD DUA PUTRA,1.9436515233724e-87
673,33,33,SEGMENTASI PELANGGAN MENGGUNAKAN METODE K-MEANS DAN DBSCAN DENGAN LRFM MODEL UNTUK MENDUKUNG STRATEGI PEMASARAN STUDI KASUS PT BISTURI PRATAMA,1.3696383698069677e-71
674,35,30,PENGEMBANGAN SISTEM INFORMASI PENJUALAN DAN PERAMALAN JUAL BELI MENGGUNAKAN METODE WEIGHTED MOVING AVERAGE Studi Kasus Toko Emas Maju Sari Kota Malang,8.536358532089941e-46
675,35,38,Penerapan Augmented Reality Sebagai Alternatif Media Pembelajaran,5.1315214843252426e-42
676,35,5,SISTEM PAKAR DIAGNOSA PENYAKIT PADA BURUNG KENARI DENGAN METODE CERTAINTY FACTOR,1.5057865951933237e-18
677,35,5,SISTEM PAKAR DIAGNOSIS PENYAKIT PADA KELINCI MENGGUNAKAN METODE CERTAINTY FACTOR,1.4427751203007118e-15
678,35,30,PERAMALAN STOK OBAT DI PUSKESMAS GENDING PROBOLINGGO MENGUNAKAN METODE WINTER’S EXPONENTIAL SMOOTHING,3.293189321421326e-44
679,35,2,IMPLEMENTASI LOGIKA FUZZY PADA ENEMY BEHAVIOUR GAME PETUALANGAN SIDE SCROLLER 2D SAVE FOREST INDONESIA,1.5196574350950546e-23
680,35,30,Peramalan Penjualan Sparepart Motor Honda Menggunakan Metode Trend Moment,2.2627686899321455e-21
681,35,33,APLIKASI CUSTOMER RELATIONSHIP MANAGEMENT CRM PADA BALAI KESEHATAN MASYARAKAT BKM MUSLIMAT KEPANJEN,4.5446873324227e-22
682,35,31,IMPLEMENTASI METODE AHP UNTUK REKOMENDASI TEMPAT KOST PADA APLIKASI KOST ONLINE,9.32561855644328e-21
683,35,3,Peramalan Penjualan Sparepart Motor Honda Menggunakan Metode Trendmoment Studi Kasus AHASS MOTOR PARE,3.565552143211148e-54
684,35,27,RANCANG BANGUN SISTEM INFORMASI MANAJEMEN SKRIPSI PROGRAM STUDI TEKNIK INFORMATIKA MENGGUNAKAN METODE FAST,2.5993286967234785e-29
685,35,36,Pengembangan Aplikasi Deteksi Dini Pada Anak Berkebutuhan Khusus Di Sekolah Luar Biasa,2.460629302441802e-52
686,35,6,Penerapan Market Basket Analysis Pada Data Penjualan Menggunakan Algoritma Pincer Search,1.795609915969069e-40
687,35,34,Sistem informasi Supply Chain Management untuk Penjadwalan Produksi Sayuran Hidroponik,1.6731333706699746e-42
688,35,3,SISTEM INFORMASI PENJUALAN & REKOMENDASI PEMBELIAN HANDPHONE BEKAS MENGGUNAKAN METODE PROMETHEE,4.440720002086141e-24
689,35,34,PENGEMBANGAN SISTEM INFORMASI KURIKULUM DAN DOKUMEN PBM PADA JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG BERBASIS WEB,2.2231995235243262e-32
690,35,28,Pengembangan E-Marketplace Sayur Hidroponik Berbasis Web,1.755672961136149e-38
691,35,33,PROTOTYPING APLIKASI PEMESANAN TEMPAT DAN LAYANAN ANTAR MAKANAN BERBASIS ANDROID GOMAN,1.834491149896745e-45
692,35,36,PENGEMBANGAN MEDIA EDUKASI BAGIAN TUBUH PRIBADI UNTUK ANAK TUNAGRAHITA,1.9966061828091844e-29
693,35,34,SISTEM INFORMASI DAN PEMBAYARAN ELEKTRONIK BANK SAMPAH BERBASIS ANDROID MENGGUNAKAN QR CODE DI POLITEKNIK NEGERI MALANG,2.372584873439041e-67
694,35,28,TOURIST GUIDE APPLICATION PENGENALAN POTENSI PARIWISATA KOTA MALANG MENGGUNAKAN HYBRID TECHNOLOGY,7.508730754492773e-76
695,35,33,ANALISIS FAKTOR PENGARUH TERHADAP PENERAPAN M-LEARNING,8.088114615206196e-46
696,35,38,PERANCANGAN GAME EDUKASI PENGENALAN HURUF HIJAIYAH UNTUK ANAK BERBASIS AUGMENTED REALITY,8.097243614750639e-29
697,35,38,Media Pembelajaran sistem pencernaan Manusia untuk Siswa Sekolah Dasar berbasis Augmented Reality,9.913303814614993e-53
698,35,11,RANCANG BANGUN PROTOTYPE JEMURAN PINTAR ANTI HUJAN BERBASIS RASPBERRY PI DENGAN METODE FUZZY LOGIC CONTROLLER MAMDANIDalam dunia rumah tangga efektifitas dan efisiensi adalah …,2.0478978635280087e-99
699,35,3,APLIKASI DISTRIBUSI COCA-COLA FANTA DAN SPRITE MENGGUNAKAN METODE NEAREST NEIGHBOR Studi Kasus Pada CV Daselim,2.2915174821984727e-49
700,35,31,SISTEM PEMILIHAN PEMBELIAN LAPTOP PADA E–COMMERCE MENGGUNAKAN METODE WEIGHTED PRODUCT,4.221254401496341e-49
701,35,36,RANCANG BANGUN GAME EDUKASI “SAVIOR OF PHOTOSYNTHESIS” 2D DENGAN FUZZY,1.046886132715709e-40
702,35,5,DIAGNOSA AMS SISTEM PAKAR UNTUK PENDAKI GUNUNG,3.1091593233803727e-17
703,35,5,Sistem Pakar Mutu Budidaya Tanaman Tembakau Madura Menggunakan Metode Fuzzy Ahp,1.5870105519737475e-22
704,35,5,SISTEM SISTEM PAKAR DIAGNOSA GIZI BURUK ANAK-ANAK DENGAN METODE CERTAINTY FACTOR STUDI KASUS PUSKESMAS BEJI KOTA BATU,2.6586720151529548e-36
705,35,31,SISTEM PENDUKUNG KEPUTUSAN PEMINJAMAN UANG DENGAN MENGGUNAKAN METODE SCORING SYSTEM STUDI KASUS KOPERASI ARTHA KARYA MANDIRI SINGOSARI,1.242884660623414e-34
706,35,5,SISTEM PAKAR DIAGNOSA PENYAKIT BURUNG PARUH BENGKOK MENGGUNKAN METODE DEMPSTER-SHAFER BERBASIS WEB,1.572797672511879e-26
707,35,28,RANCANG BANGUN GAME JELANGKUNG DENGAN PENENTUAN RUTE TERPENDEK MENGGUNAKAN METODE HEURISTIC GENERATE AND TEST,8.26893151087247e-31
708,35,28,APLIKASI INFORMASI SMK NEGERI 11 MALANG MENGGUNAKAN SMS BROADCAST BERBASIS ANDROID,5.944289410923042e-19
709,35,3,PENERAPAN MARKET BASKET ANALYSIS MBA DENGAN METODE ALGORTMA APRIORI UNTUK MENGANALISIS POLA PENJUALAN BATIK KHAS BANYUWANGI DI SEKAR KEDATON,9.28501843935552e-32
710,35,38,SIMULASI VIRTUAL REALITY PENDETEKSI TINGKAT PHOBIA SESEORANG SEBAGAI ALAT BANTU TERAPI ACROPHOBIA PHOBIA KETINGGIAN BERBASIS ANDROID,6.932782950896636e-72
711,36,3,ANALISIS PERTUMBUHAN BALITA MENGGUNAKAN ALGORITMA KMEANS++ UNTUK MENGETAHUI RESIKO OBESITAS,2.5560209453360128e-39
712,36,36,Rancang Bangun Game Sebagai Terapi Cognitive Behaviour Pada Penderita Attention Deficit Hyperactivity Disorder ADHD Menggunakan Kinect,6.858645913250483e-24
713,36,7,PERINGKASAN TEKS OTOMATIS PADA PORTAL BERITA OLAHRAGA MENGGUNAKAN METODE MAXIMUM MARGINAL RELEVANCE,5.6962727281992555e-53
714,36,30,PERAMALAN HARGA BAHAN POKOK MENGGUNAKAN SUPPORT VECTOR REGRESSION,4.31373249211686e-71
715,36,30,Peramalan sisa cadangan minyak pada lapangan Kwaar dengan menggunakan metode analisa decline curve,1.842043926935419e-13
716,37,3,Implementasi Opinion Mining Analisis Sentimen untuk Ekstraksi Data Opini Publik pada Perguruan Tinggi,2.0030538826778155e-27
717,37,31,Pengembangan sistem penunjang keputusan penentuan ukt mahasiswa dengan menggunakan metode moora studi kasus politeknik negeri malang,1.795328837211079e-68
718,37,3,Implementasi Rule-Based Document Subjectivity Pada Sistem Opinion Mining,1.9097536657816994e-11
719,37,20,Implementasi steganography menggunakan algoritma discrete cosine transform,2.239919898044312e-15
720,37,7,Pengembangan Aplikasi Analisis Sentimen Twitter Menggunakan Metode Naïve Bayes Classifier Studi Kasus Samsat Kota Malang,8.442127710474298e-83
721,37,3,Implemntasi Fuzzy C-Means Untuk Prediksi Perilaku Mahasiswa Berdasarkan Jumlah Ketidakhadiran,5.875385180402057e-66
722,37,3,Implementasi Text Mining Pada Website/Blog Di Internet Untuk Menilai Kinerja Suatu Organisasi,1.0142462176747018e-52
723,37,25,Klasifikasi Kualitas Tanaman Cabai Menggunakan Metode Fuzzy K-nearest Neighbor Fknn,1.4717910081785764e-50
724,37,5,Kamus Penyakit Hewan Peliharaan dengan Metode Boyer-Moore Berbasis Android,9.865670885792131e-17
725,37,7,ANALISIS MENGENAI CALON PRESIDEN INDONESIA 2019 DI TWITTER MENGGUNAKAN METODE BACKPROPAGATION,1.789952356224054e-51
726,37,7,Analisis Sentimen Pada Twitter Mengenai Pasca Bencana Menggunakan Metode Naive Bayes Dengan Fitur N-Gram,1.8388032559915927e-61
727,37,7,Implementasi Support Vector Machine pada Analisa Sentimen Twitter Berdasarkan Waktu,1.3446610575663554e-26
728,37,7,Analisis Sentimen Tentang Respon Masyarakat Terhadap Transportasi Umum Online Dan Konvensional Menggunakan Naïve Bayes Classifier Dan Lexicon Based,7.27226439834214e-88
729,37,31,Pengembangan Sistem Informasi Penilaian Kinerja Karyawan Menggunakan Metode AHP dan TOPSIS,5.060811983790901e-21
730,37,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN JENIS TANAMAN PANGAN BERDASARKAN KONDISI LINGKUNGAN DI KOTA MALANG,6.114045837321858e-37
731,37,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PADA PENILAIAN KINERJA KARYAWAN DI UPT BANDAR UDARA ABDULRACHMAN SALEH MENGGUNAKAN METODE FAHP FUZZY ANALYTICAL HIERARCHY PROCESS,6.330737115090423e-41
732,37,31,APLIKASI SISTEM PENDUKUNG KEPUTUSAN MENENTUKAN BEASISWA PPA UNTUK MAHASISWA BERPRESTASI DENGAN MENGGUNAKAN METODE TOPSIS Studi Kasus Politeknik Negeri Malang Kota Malang,1.6611876599769444e-88
733,37,4,Penerapan Teknologi Semantic Web Pada Artikel Wikipedia Indonesia,9.877767963923378e-17
734,37,20,Aplikasi Steganography untuk Enkripsi Image to Image dengan Metode Spread Spectrum,1.6028059512802122e-55
735,37,6,Penentuan Bahan Makanan Untuk Itik Petelur Menggunakan Algoritma Genetika,5.886191551378623e-39
736,37,7,PERINGKASAN TEKS OTOMATIS PADA PORTAL BERITA OLAHRAGA MENGGUNAKAN METODE MAXIMUM MARGINAL RELEVANCE,5.6962727281992555e-53
737,37,28,Analisis Sentimen Terhadap Sistem Zonasi Berdasarkan Wilayah Menggunakan FK-NNC,1.4019473857489102e-39
738,37,27,SISTEM INFORMASI PENJADWALAN D4 JURUSAN TEKNOLOGI INFORMASI di POLINEMA MENGGUNAKAN METODE RULE BASE GENERATOR,5.719527015684079e-28
739,37,7,Klasifikasi Anjuran Larangan dan Informasi Hadits menggunakan Metode Naive Bayes Classifier,8.971079079430412e-40
740,37,6,Penerapan Market Basket Analysis Pada Data Penjualan Menggunakan Algoritma Pincer Search,1.795609915969069e-40
741,37,7,KLASIFIKASI TEKS LAPORAN MASYARAKAT PADA SITUS LAPOR! MENGGUNAKAN RECURRENT NEURAL NETWORK,9.39331859470628e-55
742,37,28,ANALISIS SENTIMEN TERHADAP SISTEM ZONASI SEKOLAH BERDASARKAN WILAYAH MENGGUNAKAN FK-NNC,1.2465070718149773e-44
743,37,4,Otomatisasi Peringkasan Teks pada Dokumen Hukum Menggunakan Latent Semantic Analysis,2.498544364859377e-48
744,37,5,Sistem Pakar Diagnosa Awal Jenis Kulit Wajah Menggunakan Niave Bayes Classifier,1.5400473413620446e-49
745,37,8,Identifikasi Instansi Terkait pada Layanan Aspirasi dan Pengaduan Online Rakyat di Situs LAPOR! Menggunakan Recurrent Neural Network,1.758718449035773e-70
746,37,6,PENENTUAN BAHAN MAKANAN UNTUK ITIK PETELUR MENGGUNAKAN ALGORITMA GENETIKA,5.886191551378623e-39
747,37,35,PELATIHAN LESSON PLAN BERDASARKAN PEMBELAJARAN KONSTRUKTIVISTIK BERBASIS MULTIMEDIA BAGI GURU SMA,5.964089505351217e-53
748,37,7,PENERAPAN FEATURE BASED PADA PERINGKASAN BERITA DARI PORTAL BERITA ONLINE,3.956611857475736e-46
749,37,7,EVALUASI IMPLEMENTASI ALGORITMA IMPROVED K-NEAREST NEIGHBOR PADA KATEGORISASI LIRIK LAGU BAHASA INDONESIA MENURUT USIA,4.031415885999262e-26
750,37,27,Meta-Analysis Variasi Minat Bidang Penelitian Pada Mahasiswa D3 Manajemen Informatika Jurusan Teknologi Informasi Di Politeknik Negeri Malang,2.469044488499228e-73
751,37,34,SISTEM INFORMASI MONITORING DAN EVALUASI PROGRAM KERJA PADA OKI POLINEMA BERBASIS WEBSITE DAN ANDROID,4.6191084723535535e-55
752,37,11,MONITORING DAN PROFILING KONDISI INTENSITAS CAHAYA LAMPU DI RUANGAN MENGGUNAKAN METODE FUZZY TSUKAMOTO DAN RASPBERRY PI,5.106431599520787e-122
753,37,5,Sistem Perusahaan Properti dan Konstruksi BUMN Mengunakan Metode Adjective Based Rating System,1.5521606174126153e-21
754,37,4,Penerapan Normalisasi Kata Tidak Baku Menggunakan Levenshtein Distance pada Analisa Sentimen Layanan PT KAI di Twitter,3.6694953040952905e-35
755,37,4,IMPLEMENTASI TERM WEIGHTING MENGGUNAKAN METODE TF IDF PADA SISTEM PENCARIAN TERJEMAHAN HADIS SHAHIH MUSLIM,1.3261046040998693e-45
756,37,3,ANALISA ALGORITMA STEMMER DAN STOPWORD LIST PADA UNJUK KERJA SISTEM ANALISA SENTIMEN,4.1344951837016285e-30
757,37,28,PENGEMBANGAN SISTEM KLASTERISASI WILAYAH RT/RW DI KECAMATAN SUMBERPUCUNG BERDASARKAN WABAH PENYAKIT,2.492601334130906e-40
758,37,3,PENGEMBANGAN SISTEM CLUSTERING SELF-ORGANIZING MAP UNTUK MENENTUKAN PEMBAGIAN KELAS STUDI KASUS SMAN 1 DURENAN,1.7184804342156708e-55
759,37,7,ANALISIS SENTIMEN TERHADAP OJEK ONLINE MENGGUNAKAN NAÏVE BAYES DENGAN PEMBOBOTAN TF IDF,5.2674112122096845e-55
760,37,3,APLIKASI DATA MINING MENGGUNAKAN METODE ASSOCIATION RULE DENGAN ALGORITMA FP-GROWTH PADA DATA TRANSAKSI PENJUALAN SAYUR,3.6814323311756676e-68
761,37,7,SISTEM ANALYSIS SENTIMENT TERHADAP OPINI MASYARAKAT PADA SUBSIDI TABUNG GAS 3 KG MENGGUNAKAN NAÏVE BAYES DENGAN PENANGANAN KALIMAT NEGASI,8.964702275970765e-57
762,37,5,PENGEMBANGAN SISTEM DETEKSI DINI PENYAKIT PADA AYAM PULLET DENGAN FUZZY EXPERT SYSTEM DAN CERTAINTY FACTOR,1.3515290173031277e-29
763,37,7,PENERAPAN FOCUSED CRAWLING PADA SITUS BERITA ONLINE,1.3116791600141597e-11
764,37,28,PENGEMBANGAN SISTEM OPTIMASI RUTE TERPENDEK PENGANGKUTAN SAMPAH DI KOTA MALANG,1.4220354565214e-50
765,37,31,PERANCANGAN DAN PEMBUATAN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KEBUTUHAN RESEPSI PERNIKAHAN MENGGUNAKAN METODE SAWPADA PORTAL WEBSITE PERNIKAHAN,3.982665562946659e-27
766,37,30,SISTEM PERAMALAN PENJUALAN BARANG TIDAK TAHAN LAMA PADA UD LESTARI BARU DENGAN METODE ARIMA,2.0534484080030003e-60
767,37,5,APLIKASI SISTEM PAKAR DIAGNOSA PENYAKIT KEPALA PRIMER DENGAN METODE CERTAINTY FACTOR,1.0800145141342603e-40
768,37,31,PENGEMBANGAN SISTEM PENENTUAN KELAYAKAN KPR MENGGUNAKAN METODE SAW PADA BANK SYARIAH BUKOPIN,1.899724742230866e-51
769,37,6,ESTIMASI BIAYA DAN PENJADWALAN PROYEK KONSTRUKSI CV ISTOMU MENGGUNAKAN METODE CPM,5.257346076638037e-22
770,37,14,ANALISIS KINERJA DI PDIS–BPPT MENGGUNAKAN METODE CSI DAN IPA,1.6814624433689728e-17
771,37,31,SPK PENENTUAN BEASISWA SISWA KURANG MAMPU DENGAN MENGGUNAKAN METODE ELECTRE Studi Kasus SMA Negeri 4 Bojonegoro,3.8821652514205185e-41
772,37,6,Implementasi Opinion Mining Sentiment Analysis untuk Ekstraksi Data Opini Publik pada Perguruan Tinggi,8.068058318239102e-28
773,37,32,Analisis Corporate Social Responsibility CSR Subsektor Industri Energi di Indonesia dengan Pendekatan System Thinking,1.5901820659376196e-31
774,38,6,Patologi ginjal dan saluran kemih,3.4486156589985006e-05
775,38,9,Perubahan dan Pengembangan Organisasi,5.813685156894262e-12
776,38,37,Modul Pembelajaran Multimedia Interaktif Berbasis Adobe Director Pada Mata Pelajaran Sistem Operasi Sekolah Menengah Kejuruan,7.780791429822145e-34
777,38,3,Penerapan Metode Data Mining Market Basket Analysis Terhadap Data Penjualan Produk Pada Toko Oase Menggunakan Algoritma Apriori,2.792127037052858e-38
778,38,37,Perancangan dan Pembuatan Media Pembelajaran CD Interaktif Berbasis Macromedia Director MX pada Mata Pelajaran Pemrograman Web Dinamis,9.805966937336436e-35
779,38,31,Sistem Penunjang Keputusan Pembelian Smartphone Dengan Menggunakan Metode Fuzzy Tsukamoto,1.2619129269107314e-21
780,38,37,Perancangan Dan Pembuatan Media Pembelajaran Berbasis Android Mata Pelajaran Teknologi Perkantoran Studi Kasus Kelas X Otps Mk Negeri 3 Padang,3.4511929461219253e-46
781,38,12,Rancang Bangun Sistem Presensi Online Berbasis Granted Validitas Data,3.842500104461988e-20
